question,answer
Apa manfaat ganja dalam penyembuhan penyakit kanker?,"Semoga jawaban ini bermanfaat. Menurut UU Republik Indonesia No. 22 Tahun 1997 Tentang Narkotika, Ganja masuk dalam Narkotika golongan I, yang mana hanya digunakan untuk kepentingan pengetahuan dan tidak digunakan untuk pengobatan serta mempunyai potensi tinggi untuk ketergantungan.Dari berbagai penelitian, ternyata ganja memiliki efek terapi yang sangat baik contohnya saja untuk terapi kanker. Diketahui bahwa ganja memilik senyawa cannabioid yang secara struktural atau secara farmakologi memiliki kesamaan struktur terhadap tetrahidrocannabiol atau yang mengikat pada reseptor cannabioid (Sarfaraz, et al, 2008). Reseptor cannabioid merupakan bagian dari sistem cannabioid pada tubuh, yang mana fungsinya memodulasi mood, memori, dan sensasi nyeri. Kanker sendiri suatu kondisi dimana adanya virus yang menyerang sel sehingga sel - sel tersebut membelah diri dan tidak terkontrol. Dalam penelitian Whitting et al, menjelaskan juga kalau ganja dapat digunakan untuk meredakan nyeri kronik pada penderita kanker (moderate-level evidence).Gambar diatas menjelaskan bagaimana mekanisme senyawa kanabioid berperan sebagai antikanker. Jalur sinyaling yang terhubung dengan aktivasi reseptor canabioid yang terinduksi oleh agonisnya. Agonis reseptor cannaboid menghambat proliferasi melalui penghambatan cAMP-dependent protein kinase, yang mana mengaktifkan mitogen-activated protein kinase (MAPK). Stimulasi sintesis seramide via aktivasi serine pamitoyltranferase (SPT) up-regulated p8, menuju ke apoptosis. Agonis reseptor cannabioid mengaktifkan jalur MAPK dan PI3K/Akt; diteruskan dengan aktivasi ERK1/2 menuju induksi cyclin kinase inhibitor p27/KIP1 dengan modulasi molekul - molekul regulator siklus sel; hasilnya pada G1 terjadilah apoptosis.Berdasarkan penjelasan diatas disimpulkan bahwa ganja juga dapat berguna sebagai antikanker dengan menghambat pertumbuhan sel kanker dengan melakukan apoptosis, baik pada kanker payudara, paru - paru, prostate, dan kanker kolon (usus besar). Selain itu, tingginya reseptor cannabioid dalam tubuh efektif untuk membunuh tumor. Pada dasarnya, masih ada beberapa studi penelitian mengenai bagaimana tanaman ganja bekerja sebagai antikanker. Di Amerika tanaman ini sudah dilegalkan untuk terapi pengobatan namun bukan untuk antikanker, tetapi digunakan sebagai terapi epilepsi. Di Indonesia sendiri masih menjadi kontroversi karena tanaman ini masih banyak disalahgunakan. Cukup penjelasan dari saya. Apabila ada yang salah mohon dikoreksi. Terimakasi :) [1] (PDF) The Use of Medical Marijuana in Cancer [2] (PDF) Cannabinoids for Cancer Treatment: Progress and PromiseCatatan Kaki[1] https://www.researchgate.net/publication/303465776[2] (PDF) Cannabinoids for Cancer Treatment: Progress and Promise"
Apa pendapat anda mengenai akar tanaman Bajakah yang berasal dari Kalimantan Tengah yang bisa digunakan untuk menyembuhkan kanker payudara? Seperti apakah tanaman itu?,"Tidak ada bukti ilmiah, tidak ada penyelidikan yang membuktikan itu yang diterbitkan di jurnal medis yang terkenal. Apa yang diceritakan di Youtube itu entah benar atau tidak, siapa juga bisa bercerita kosong."
Lebih baik kemoterapi atau membiarkan kanker sampai meninggal?,"Pertanyaan yg sulit di jawab… Tapi sy sudah melakukan tanpa kemoterapi untuk anak ke 3 kami yg berusia 6 tahun. Sudah 30 hari meninggal dunia.. ada perasaan menyesal tidak melakukan kemoterapi. Tapi di sisi lain sy tahu efek kemoterapi sangat sakit sekali, sy tidak tega melihat dia menahan rasa sakit. Ditambah lg dari bbrp dokter yg saya temui mengatakan ini case yg sangat langka utk anak sekecil ini, dengan keganasan luar biasa.. kondisi anak lemah, bisa dilakukan kemoterapi tapi tdk ada jaminan anak akan kuat menerimanya.. Sy pernah antar dia untuk melakukan ct scan dengan obat kontras,, dengan di berikan suntikan obat kontras tersebut anak sy merasakan sakit yg luar biasa dengan tangisan yg kencang sekali, dan mengalami alergi selama bbrp hari yg menyebabkan dia tersiksa sekali, kesakitan, susah tidur.. sejak dilakukan ct scan, kondisi anak sy mulai menurun, sejak itu jd susah makan, klo pun mau makan, cuma sedikit.. terasa badannya cape terus.. padahal sblm ct scan, makannya masih banyak spt sebelum sakit, masih aktif main bersama adik dan kakaknya.. dan yg saya rasakan sejak dilakukan ct scan, perkembangan benjolan semakin cepat membesar.. Dengan pertimbangan hal tersebut, dan juga pengalaman papa sy yg meninggal dunia setelah melakukan 2x kemoterapi.. maka sy dan istri sepakat tidak melakukan kemoterapi kpd anak sy.. Sy sudah keliling ke bbrp RS di jakarta dan sudah browsing2.. mencari cara penyembuhan modern tanpa kemoterapi dan operasi.. bahkan sudah menghubungi bbrp RS di cina dan Malaysia.. krn dr yg saya baca, ada yg bisa menyembuhkan tanpa harus kemoterapi dan operasi.. utk RS di cina tidak menerima pasien anak2.. utk RS di Malaysia menerima pasien anak, tp mengingat kondisi pandemi spt skrg ini, sulit utk membawa kesana.. klo pun bisa hrs banyak tahap yg dilakukan, mulai dr sewa pswt atau kapal private, dan jg akan memakan waktu lama spt karantina dll, dan selama itu tdk dilakukan tindakan apa2.. utk RS di jakarta caranya cuma 2, yaitu kemoterapi dan operasi. Sampai meninggal kami selaku ortu tidak tahu jenis kanker apa yg diidap anak kami. Karena tidak melakukan biopsi.. mengapa tdk dilakukan biopsi? Kami ada ke salah satu RS di jakarta pusat, bertemu dengan dokter ahli bedah yg mengatakan kalo kanker yg diidap anak sy adalah kanker dgn keganasan LUAR BIASA.. dokter menyarankan biopsi utk mengetahui jenisnya, dan hasil dari biopsi tsb akan diketahui dlm waktu 8–10 hari kemudian.. lalu kami bertanya, bagaimana biopsi nya? Yaitu dengan cara dibedah lalu diambil sampel nya.. saya bertanya lagi, mengingat dokter blg jenisnya sangat ganas, apakah dgn dilakukan biopsi si kanker nya tdk akan menyebar? Apa jwban dokter nya… krn ini jenisnya ganas, sudah dipastikan akan terjadi penyebaran.. dan dokter tdk bisa memastikan penyebarannya akan seberapa jauh.. bayangkan aja, tdk dilakukan biopsi aja sudah dikatakan keganasan luar biasa.. akhirnya saya & istri memutuskan utk tidak mengambil tindakan biopsi.. ada yg bilang kami sok tau, kurang paham ilmu kedokteran modern, dll.. IYA, kalian benar.. karena yg kami tau, kami hanya tidak mau menambah penderitaan dan kesakitan anak kami.. Lalu apakah setelah itu kami diam saja, pasrah menunggu dan membiarkan anak kami meninggal? TIDAK!! Akhirnya dengan saran dr teman, kami melakukan pengobatan alternatif ke daerah malang, terapi pola hidup sehat.. tetapi tidak membuahkan hasil.. Lalu dgn saran dr seseorang yg sembuh dari kanker, kami pergi ke sukabumi, ditangani langsung oleh profesor yg terkenal khusus menangani kanker.. tp sekali lg tidak membuahkan hasil utk anak sy.. Cancer semakin hari semakin cpt membesar, menyebabkan anak kami susah bernafas, karena sudah mendorong ke paru2.. terakhir kami membawa ke RSCM pd saat anak sy tiba2 kritis dan tdk sadarkan diri.. dan itu adalah penyesalan terbesar kami membawa ke sana, dengan perawat dan dokter yg slow respon. Ditambah lg dgn kejadian kelalaian suster tabung oksigen kosong 1 hari sebelum anak sy meninggal, yg menyebabkan anak sy yg td nya sudah membaik, menjadi drop lagi.. dan masih banyak lg hal yg membingungkan dan sangat mengecewakan sebenarnya dengan sistem perawatan di RSCM. Spt yg harusnya transfusi trombosit per 12 jam, tdk dilakukan sesuai dgn yg dikatakan.. bahkan dlm 24 jam tdk dilakukan transfusi apa2.. dan msh banyak lg.. Selama 6 hari dirawat, anak usia 6 tahun harus puasa tanpa diberikan makan dan minum.. hanya infus.. sempat 1 hari diberikan susu sebanyak 20ml melalui selang makanan.. tp pd saat akan dinaikkan ke 50ml, malah di stop dan disuruh puasa lg.. anak sy yg selalu blg kehausan dan kelaparan, pas diksh susu 20ml aja udh terlihat bahagia banget.. dan saat seharusnya dinaikkan jd 50ml, tiba2 distop dan lanjut puasa lg.. dr situ anak sy keliatan sedih bgt, jd pendiam, nangis2, rewel semlman krn haus dan lapar, dan juga semakin drop.. sedih banget liat nya.. itu kejadian 1 hari sblm anak sy meninggal.. Di hari terakhir anak sy, dr pagi dokter blg kalo hari itu akan dilakukan transfusi trombosit, infus vena dalam di paha, masuk infus albumin, dan pemasangan selang utk mengeluarkan cairan.. dari pagi saat anak sy masih sadar, hingga jam 7 malam tiba2 kondisi anak sy drop, dinyatakan kritis.. dari 4 tindakan yg akan dilakukan hari itu, tidak ada 1 tindakan pun yg dikerjakan.. waktu itu kami berpikir, anak kami drop krn trombosit yg sudah benar2 sgt rendah.. krn pada hari pertama kami bawa anak kami ke IGD 6 hari sblmnya, kondisi nya sama, tdk sadarkan diri dan dinyatakan kritis juga.. tp di hari pertama itu setelah di suntik obat2an dan transfusi darah, anak kami mulai sadar lg.. Tapi di hari terakhir itu, saat dokter menyatakan anak sy kritis, hanya dimasukkan parasetamol saja ke infusnya.. lalu dokter blg, bapak ibu bersabar ya.. mohon didoakan anaknya, dituntun aja.. WHAT?? Gak ada usaha utk bawa ke IGD kah, atau suntik obat lain kah, atau buruk transfusi trombosit, atau apa gt.. lalu kami ditinggalkan begitu saja di ruang rawat.. istri sy bolak balik ke ruang dokter, hanya diblg sabar ya bu.. mulai dr mohon2, nangis2 sampe ngamuk2 istri sy disana.. dr kritis jam 7 mlm di saat angka2 di mesin masih bagus semua, akhirnya jam 11.15 malam baru dimasukkkan 3 kantong trombosit, sdgkan saat itu kondisi anak sy benar2 sudah mengalami penurunan kesadaran.. selesai transfusi jam 11.45 mlm.. lalu jam 11.55 malam, anak sy berpulang.. Kami yakin Allah SWT punya rencana yg baik untuk putra ke 3 sy dan juga utk kami. Dia meninggal sangat tenang seperti lagi tidur, tanpa ada kesulitan apa pun saat melepas nyawanya.. benar2 tenang dan ganteng banget anak sy malam itu.. Sy dan keluarga insyaAllah sudah ikhlas.. tapi bagaimanapun jg sy tetap merasa ada yg hilang di kehidupan sy. Hampir seminggu 2 kali kami mampir ke makamnya. Masih tdk percaya klo Jaden sudah tdk ada. Banyak teman2 dan ustadz yg mengatakan insyaAllah akan jadi tabungan kelak di surga, yg akan jadi penyelamat org tuanya dr api neraka... Aamiin ya Allah.. tapi jujur, mengenai ""tabungan di surga"", kami bahkan baru tau hal tsb pd saat kerabat dtg melayat.. tdk ada terbersit di pikiran kami ttg hal tsb sejak anak sakit, bahkan sampe meninggalnya.. yg kami mau hanya kesembuhan anak kami, bisa sehat, bahagia dan ceria spt sedia kala.. tapi kami yakin, Allah lbh tau yg terbaik utk kami dan juga anak kami.. Saat ini, selagi mengetik ini,,saya merasa kangen banget sama anak sy, Adnan Rajendra Zakir Ferdian atau yg biasa kami panggil Jaden. Alhamdulillah, Jaden bisa ultah ke 6 pd 13 april yg lalu, walopun dalam keadaan sedang pengobatan di Sukabumi.. Dan jg dia merasakan lebaran terakhir, walopun hanya bersama kami kedua org tuanya di RS, tanpa abang kakak adik dan neneknya yg gak bisa masuk utk menjenguk. Dan akhirnya, di hari ke 3 lebaran, Jaden meninggalkan kami semua. ""Terima kasih ya abang Jaden sayang.. sudah menjadi anak yg selalu baik, yg kuat melewati cobaan yg Allah SWT berikan. Terima kasih bang, papi banyak belajar dari kamu, menahan rasa sakit, mau minum obat krn keinginan yg kuat utk sembuh dan selalu sayang sama papi, mami, abang jovan, kk jasmine, dd julio.. abang, nanti kamu mau punya adek lagi.. doain ya dd cewe spt yg kamu mau.. apapun yg terjadi, papi mami selalu sayang dan kangen Jaden terus. InsyaAllah nanti kita semua sekeluarga ketemu lagi ya bang di surga Allah. AAMIIN.."" Kiss sayang selalu buat Jaden.. papi kangen.. selamat malam abang.. Luv u ^^"
Di mana saya bisa menjual ginjal saya?,Jangan dan jangan pernah berpikiran menjual ginjal
Kenapa kanker tidak pernah mengenai organ jantung?,"Kesalah pahaman. Kanker yang letaknya di jantung, mulai di jantung atau dari kanker yang mulai di organ yang lainnya, sangat langka, tetapi ada. https://www.idntimes.com/health/fitness/dahli-anggara/kanker-jantung-c1c2/5"
Apakah jamur dan tumbuhan dapat terkena kanker?,"Bisa, sel tumbuhan bisa terkena sejenis kanker atau tumor. Tapi karena tumbuhan memiliki dinding sel, jadi sel yang sedang mereplikasi dengan kecepatan tinggi tersebut tidak menyebar kemana-mana. Jadinya hanya terlihat bengkak dan dapat diangkut (dipotong) dengan mudah. Sekalipun tidak diangkut, tidak apa-apa. Tumbuhannya tidak akan mati ._."
"Jika memang ada yang pernah sembuh dari kanker, mengapa tidak ada penelitian tentang kesembuhan orang tersebut?","Penelitian tentang kanker tidak ada habis-habisnya. Saking banyaknya penelitian mulai dari bidang epidemiologi, farmakologi, nutrisi, klinis, radioterapi, sampai biologi molekuler, sampai-sampai satu jurnal tidak cukup untuk menampung semua hasil penelitian. Contoh penelitian tentang efek sesudah kemoterapi:Treatment of Children and Adolescents With Hodgkin Lymphoma Without Radiotherapy for Patients in Complete Remission After ChemotherapyStandard-dose versus higher-dose prophylactic cranial irradiation (PCI) in patients with limited-stage small-cell lung cancer in complete remission after chemotherapy and thoracic radiotherapyContoh penelitian bidang biomolekuler setelah terapi:Molecular Predictors of Survival after Adjuvant Chemotherapy for Colon Cancer | NEJMLeukocyte Complexity Predicts Breast Cancer Survival and Functionally Regulates Response to ChemotherapyBerikut ini pranala ke beberapa jurnal ilmiah tentang kanker:American Association for Cancer ResearchAmerican Journal of Clinical OncologyJournals- News and Publications - American Society for Radiation Oncology (ASTRO) - American Society for Radiation Oncology (ASTRO)Annals of Oncology | Oxford Academichttp://www.annalssurgicaloncology.org/Home | Blood Journalhttp://www.breastcancerwellness.org/http://www.jco.org/ Onkologi Klinishttp://jgo.ascopubs.org/ Onkologi Globalhttp://po.jco.org/ Onkologi Presisihttp://jop.ascopubs.org/ Onkologi Praktis(dan masih banyak lagi)Terima kasih Mas Ngurah Warman atas pertanyaan ini."
Apakah kemoterapi benar benar dapat menyembuhkan kanker yang sudah mengenai beberapa organ ?,"Tidak, kecuali lekemi akut terutama di anak-anak/orang remaja, dan limfoma ganas. Tetapi akhir-akhir ini telah diperkembangkan obat melawan kanker yang baru, bukan racun umum seperti kemoterapi, tetapi diarahkan ke metabolisme yang berubah khusus di kanker itu, atau menggunakan sistim imun kami sendiri, berhasil terutama jika ada sesuatu mutasi di kanker itu, ini contohnya melanoma yang sebelum ada imunoterapi ini jika sudah meyebar tidal bisa diobati lagi, ini scan sebelum disbelah kiri dan setelah imunoterapi disebelah kanan (hitam itu aktivitas kanker, di scan kanan yang hitam jantung dan kandung kemih yang normal)ada obat lainnya yang khusus diarahkan kepada kelainan metabolisme kanker itu, diarahkan ke mitokondria sel kanker (sumber energi sel) sehingga sel yang sehat tidak kena. A New Way to Fight Cancer Dengan obat baru yang demikian kadang-kadang bisa bulanan, bahkan tahunan hidup dengen kwalitas penghidupan yang baik, harapan kami jika kanker itu menjadi kebal terhadap obat yang baru ini, akan tersedia obat generasi kedua, lalu ketiga dsb.dsb. sehingga penyakit kanker yang sudah tersebar bisa diubah menjadi penyakit kronis seperti penyakit HIV sekarang."
Apakah Kanker stadium 4 bisa disembuhkan?,"Sejujurnya, Saya sendiri tidak tahu mengenai hal ini karena sejatinya kesembuhan merupakan kehendak dari Yang Maha Kuasa. Namun, Saya akan mencoba menjawab dari sisi medis didasari beberapa sumber dari riset kecil-kecilan yang saya lakukan. Secara umum, kanker dibagi atas beberapa stage atau kelas. Cara yang paling sering digunakan dalam pembagian kanker ini adalah TNM Staging; T: Tumour; N: Nodule(s); M: Metastate.source: https://www.researchgate.net/figure/TNM-staging-definitions_tbl2_12026035 Lalu, bagaimana tentang stadium yang sering kita dengar? Dari yang saya baca, stadium itu sendiri nantinya akan berujung kepada TNM Staging di atas. Untuk lebih jelasnya bisa lihat gambar di bawah ini:Nah logikanya, semakin tinggi stadium sebuah kanker maka bisa dikatakan semakin severe pula dia. Saya tidak mengatakan kanker stadium IV mustahil untuk disembuhkan ataupun stadium I sudah pasti akan sembuh. Pastinya ada banyak faktor yang akan mempengaruhi kesembuhan seseorang yang menderita kanker. Untuk tingkat kesembuhan kanker stadium IV itu sendiri beraneka ragam. Namun, secara umum sesuai dengan staging di atas pada kanker stadium IV sudah terjadi metastasis atau penjalaran sel kanker ke organ tubuh lain. Hal tersebut juga akan mempengaruhi tingkat kesembuhan seseorang.Doctors usually give a prognosis for cancer in terms of an estimated survival rate over 5 years. These survival rates are a rough guide based on data from thousands of other people with a similar cancer and stage. Survival rates vary depending on the location or type of cancer. Despite how far cancer spreads, doctors will still refer to the type of cancer by where it started. [1]Terima kasih atas pertanyaannya. CMIIW Terakhir, untuk teman-teman pejuang kanker di luar sana, tetap semangat, teruslah berjuang. Ingatlah satu hal, Tuhan tidak pernah menguji hamba-Nya melebihi kesanggupan hamba tersebut. You are strong enough to fight through this!Catatan Kaki[1] Is stage 4 cancer curable? Survival rates and treatments"
Mengapa sulit untuk mengobati kanker stadium 4?,"Karena pada kanker stadium 4 sudah ada sel-sel kanker yang beredar diseluruh tubuh pasien, jadi tidak lagi terbatas pada suatu jaringan atau organ. Sehingga kita tidak bisa mengisolir pertumbuhannya, karena sudah menjadi hal yang sistemik. Langkah terbaik yang bisa dilakukan adalah dengan kemoterapi, tetapi ini merupakan pedang bermata dua, karena obat-obatan kemoterapi fungsinya adalah menghancurkan sel yang bertumbuh secara patologis sementara sel-sel kanker yang patologis itu sudah tersebar ke seluruh tubuh maka ikut ‘meracuni’ sel-sel sehat di jaringan organ tempat sel kanker itu berada. Dua hal inilah yang menyebabkan kenapa kanker stadium 4 angka rerata kesembuhan dalam 5 tahun-nya sangat rendah (berkisar dibawah 25%). Karenanya deteksi dini itu sangat perlu dan tidak boleh dianggap remeh, lebih baik kita berprasangka buruk pada suatu benjolan sampai terbukti tidak ganas daripada mengganggap remeh suatu benjolan yang kecil, tidak nyeri dan tidak mengganggu untuk kemudian berkembang menjadi hal yang sangat menakutkan yang tidak terdeteksi sampai stadium 4."
Apa kemoterapi benar-benar bisa menyembuhkan kanker?,"Ada yang sangat bermanfaat umpamakan kanker testis (biji kelamin laki-laki), limfoma Hodgkin: kebanyakan besar benar-=benar sembuh. Ada yang jika diberikan sebelum atau setelah kanker dioperasi akan membunuh sel-sel kanker yang demikian kecil jumlahnya sehingga tidak terlihat,sehingga risiko kanker itu kembali dan risiko kematian turun, ini pertama kali dibuktikan oleh ahli kanker Italia Dr. Bonadonna pada tahun 1976, mengunakan cyclofosfamida, metotrexat dan 5-fluoraurasil = CMF, Combination Chemotherapy as an Adjuvant Treatment in Operable Breast Cancer | NEJM, ini bedanya yang setelah 32tahun masih hidupIni aetelah lima tahun [PDF] Multimodal treatment in operable breast cancer: five-year results of the CMF programme. - Semantic Scholarhasil jangka panjang stelah 30 tahun diperbincangkankan di karangan ilmiah ini 30 years' follow up of randomised studies of adjuvant CMF in operable breast cancer: cohort studyyang kiri masih hidup tanpa kanker kembali, yang kanan masih hidup. Ada juga yang diberikan untuk menghambat kanker yang tidak bisa disembuhkan lagi, obat-obat yang baru umpamakan imunoterapi (bukan kemoterapi) bisa bertahun=-tahun berefek baik."
Mengapa kanker ginjal bisa muncul?,"Mengapa tidak? Kanker biasanya terjadi karena ada mutasi di DNA yang imunitas kami tidak bisa brantas. Sebagian itu untung-untungan. Risiko mendapat mutasi itu pada umumnya lebih tinggi jika kena sinar X atau radioaktif, kena zat kimia yang menyebabkan kanker = carcinogen seperti merokok, alkohol."
Apakah batu ginjal itu?,"Batu ginjal terbesar yang pernah dicatat dalam sejarah medis memiliki diameter 17cm dan berat 1 kg. Batu ginjal terbentuk di dalam ginjal, dan terasa sangat menyakitkan ketika akan dikeluarkan oleh tubuh. Batu ginjal adalah massa keras kristal yang dapat terbentuk di dalam ginjal, kandung kemih, dan saluran kencing. Kristal ini tersusun dari kalsium , potasium, sodium, oksalat, asam urat, dan fosfat. Apabila kadar penyusun urin tersebut menjadi terlalu tinggi, atau urin anda menjadi terlalu asam atau basa, maka partikel-partikel ini akan menumpuk dan mengeras menjadi kristal. Bila tidak segera ditangani, kristal ini akan semakin besar. Batu ginjal baru akan terasa oleh si penderita ketika bergesekan dengan dinding saluran kencing. Gesekan inilah yang menyebabkan kencing berdarah yang disertai dengan pusing, muntah, dan sensasi terbakar ketika sedang buang air kecil. Batu ginjal memiliki beberapa ukuran yang menjadi acuan untuk pengobatan. Apabila kurang dari 5 milimeter, cukup dengan minum air saja. Ukuran yang lebih dari 5mm dan kurang dari 10mm, biasanya akan diberikan obat untuk meluruhkan batu ginjal di dalam ginjal atau mengendurkan otot saluran kencing agar batu itu dapat keluar dengan dorongan air. Ukuran di atas 10mm, biasanya akan ditembak dengan gelombang radiasi untuk menghancurkan batu ginjal. Bila ukurannya terlalu masiv dan batunya terlalu keras, maka tindakan operasi akan dilakukan. (Sumber: TED-ed)"
