question,answer
Pernahkah kamu mengalami jerawatan parah di wajah? Bagaimana transformasinya hingga jerawat di wajahmu sembuh?,"TOLONG UNTUK TIDAK DISEBAR DI LUAR QUORA takutnya dipake akun olshop skincare buat testimoni-testimoni heheh 😅 Jerawat yah? Hmmmb… saya sudah berjerawat sejak masuk kuliah, padahal dulu jaman SMA muka saya bersih seperti bayi. Mungkin karena saat kuliah, polah makan saya tidak sehat dan sering begadang apalagi tidak pernah olahraga. Kuliah semeter awal sampai semester 6 sih Alhamdulillah tidak parah, yah jerawat normal anak remaja. Paling parah itu ketika saya mau skripsian. Yaaah skripsi membuat saya stress dan jerawat saya semakin parah. Tapi anehnya jerawat saya berada di bagian rahang gitu kanan kiri dan bengkak banget seperti bisul besar bernanah. Saya menjali berbagai pengobatan, pindah dokter SPKK satu ke SPKK lain (mencari dokter yang benar-benar cocok memang susah). Lalu saya sembuh ke seorang Profesor, beliau sudah tua tapi baik sekali kadang biaya konsul saya dipotong entah itu 25rb atau 50rb karena kita satu almamater wkwkwk. Waktu itu biaya konsul 300rb-350rb dan konsulnya saat obatnya habis baru konsul lagi. Diberi resep untuk ditukarkan ke apotek yang sudah beliau tentukan. Biasanya diberi obat minum, vitamin, dan cream. Untuk konsul dan beli obat saya bisa menghabiskan uang 700–1jt tergantung obat yang diresepkan beliau. Oh iya.. Kata Professornya hormon yang ada dalam diri saya banyak hormon yg sering ditemukan dalam tubuh laki-laki. Dan disarankan untuk tidak stress, sering olahraga biar keringetan, sama sering makan seafood. Tidak boleh makan manis, kacang, yah seperti itu lah. Nah dari prof tersebut saya sembuh. Maaf tidak punya dokumentasinya. Setelah itu saya tidak jerawat parah dan saya bisa menggunakan produk lokal. Waktu itu saya menggunakan Jafra alhamdulillah cocok. Dan setelah itu kok saya merasa semakin lama saya jerawatan lagi padahal udah setahun menggunakan jafra. Lalu saya berpindah menggunakan Garnier khusus jerawat, Alhamdulillah cocok juga. Naaah ini boomerang datang… waktu itu tahun 2018, saya sedih stress karena patah hati ditinggal selingkuh oleh mantan saya. Jerawat saya kambuh lagi dan itu lumayan parah Yah semacam itu jerawat saya, awalnya jerawatannya biasa saja sih. Hanya saja setelah saya bawa ke dokter spkk yang lain bukan ke Professor yang dulu lagi karena saya tidak kuat untuk mengeluarkan biaya segitu setiap 2 minggu sekali sehingga saya mencari yang lain. Awalnya bagus lalu sama dokter tersebut di-treatment yah semacam facial begitu. Semakin lama kok semakin parah padahal awalnya bagus. Disitu saya sedih dan sering menangis. Gimana tidak menangis kalo ngaca ngelihat muka saya seperti itu. Untungnya ada seseorang yang selalu menyemangati saya. Jujur saya tidak PD dengan muka seperti itu, apalagi saya harus mengajar dan juga kuliah. Saya mencoba mencari dokter lagi dan Alhamdulillah ketemu dokter yang cocok. Namanya DR. Dr. Benny Abdullah, SpKK.   Alhamdulillah mulai membaik dan semakin membaik selama 6 bulan. Dan tinggal bekas saja susah hilang. Tapi kalo pake bdak tabur dari dokternya bisa lumayan tertutupi wkwkwk. Tapi guys… tidak sampai di situ cobaan saya. Ada cobaan lagi yang lebih parah. Setelah cocok saya berulah ingin mencoba skincare yang dijual di drugstore atau olshop agar saya bisa lepas dokter dan tidak ketergantunga. Tapi apa yang saya dapat, muka saya hancur gara2 menggunakan The ordinary. Sedih bangeeet… Di tahun 2020 awal itu jerawat yang paling parah… bisa dilihat fotonya di bawah ini      Yah begitulah jerawat saya yang selalu membuat diri ini setiap hari menangis. Tiap malam nangis terus karena sakit cenut-cenut. Miring kanan sakit, ke kiri juga sakit. Dan alhamdulillah lama-lama saya sembuh dengan pengobatan beliau lagi. Saya diberi antibiotik, yang dulunya sehari sekali jadi dua hari sekali. Resep Cream saya diubah dan tidak disarankan memencet mencet jerawat dan selalu dikompres pake air es. Yah waktu itu perawatan saya di kosan… tiap mau mandi dan sebelum tidur jerawat saya kompres pake air aqua dari freezer sambil saya tetesakan betadine buat luka (itu inisiatif saya sendiri sih) alhamdulillahnya kok kering dan lama2 nanah yang ada dalam jerawat saya pada keluar. Saya juga jaga polah makan, saya jadi vegan waktu itu dan sering exercise. Alhamdulillah dalam waktu 5 bulan sembuh dengan bekas-bekas heheh..  Dan pada hari raya.. Jeng jeng saya sembuh dan bisa tampil cantik wkwkwk (monmaap saya PD banget karena saking senengnya) padahal hari raya cuma di rumah saja karena pandemik.Yah begitu lah teman2 perjalanan jerawat saya, makasih banget yang sudah support saya. Kekasih tercinta yang selalu kasih support dan selalu ngehibur kalo saya lagi nangis kesakitan… saya selalu ingat kata2 dia ketika saya bilang ""Kakak, aku minta maaf.. Aku nggak bisa jadi cantik"" Dan dia balas perkataan saya ""enggak, kamu tetep cantik.. Ayo diminum obatnya, pake creamnya nanti pasti sembuh"". Di saat saya sudah menyerah untuk pengobatan, dia yang mengantarkan saya ke dokter dan membayar semua pengobatan saya. Saya dan dia LDR Surabaya-Aceh karena waktu itu proyek dia di Aceh. Dia ke Surabaya menjenguk saya sekaligus memang waktu itu saya ultah heheh. Bagi saya, dia adalah lelaki terbaik. Orang baik setelah keluarga dan sahabat2 saya. Oh iya makasih juga buat temen2 yang udah mensuport saya (siapa tau ada di antara kalian membaca cerita saya ini heheh) dan terutama untuk keluarga saya juga, terimakasih banget. Ini adalah foto saya baru2 ini Terima kasih teman2 Quora yang sudah membaca kisah saya. Buat kalian yang berjerawat tetap semangat yah… insha Allah pasti sembuh kalo mau berusaha. Waktu itu saya yakin, kalo Tuhan tidak akan memberi cobaan diluar batas kemampuan hambahNya. Oh iya saat ini saya sudah lepas cream dokter, hanya saja memakai sabun muka buatan apotek beliau (Dr. Benny) Tipsnya: Jaga polah makan, ga makan manis, ga makan ayam dan telur, tidak makan pedas, perbanyak minum air dan sayur. Tetap olahraga meskipun hanya beberapa menit. Dan jangan mencet2 jerawat. Salam hangat dari saya ~ edw EDIT: MasyaAllah saya senang sekali temen2 Quora baik2 banget ngasih semangat untuk saya. Sekali lagi terima kasih atas ucapannya. Jujur saya jarang nulis di Quora dan jadi pembaca pasif karena saya tidak begitu bisa nulis. Wkwkwk Oh iya temen2 ini saya ada beberapa wejangan dari dokternya, khususnya untuk temen2 yg berjuang ngelawan jerawat.Saya baru tau makan mangga bisa menyebabkan jerawat wkwkwk 😂 tapi yg namanya orang kan beda2 mungkin yah.Selalu ingat pesen beliau.. Jangan pernah pergi ke klinik cubles2 wkwkwk. Tapi memang iya bener banget, kulit saya super sensitive. Waktu jaman dulu, setelah di facial atau peeling memang semakin jerawatan. Oh iya saya sampai sekarang masih sering konsultasi memberi informasi perkembangan kulit saya. Btw, itu yg saya chat sepertinya yang balas adalah istri dr Bapak Dokter. Biasanya beliau selalu menemani Dr. Benny waktu praktik di kliniknya dan sumpah baik banget orangnya."
Skincare apa yang akan kamu rekomendasikan untuk menghilangkan bekas jerawat yang menghitam?,"Rangkaian somebymi sih. Punya pengalaman baik waktu pakai exfo sbm ijo, toner sbm truecica dan serum sbm ijo/sbm truecica. Kurang lebih seminggu pake udah keliatan memudar bekas jerawatnya. Tapi yang namanya skincare cocok²an juga, tergantung tipe kulit wajahnya , dll"
Serum apa yang cocok untuk mengobati jerawatan untuk wajah normal sampai berminyak?,Serum yang mengandung retinol.
Adakah yang mengalami kondisi di mana kondisi kulit di wajah sangat sensitif dan mudah sekali timbul jerawat? Sampai bosan rasanya caranya mengobati dan jerawatnya tidak kunjung sembuh. Adakah tips dan kiat-kiat cara mengobati yang benar?,"Kamu harus ke dokter,, lebih tepatnya ke dokter spesialis kulit dan kelamin. Bila dalam keadaan tidak memungkinkan, anda bisa konsul via halodoc dengan biaya 25 ribu. Karena jerawat itu bs beragam penyebabnya, bisa PCOS pada wanita, atau kondisi kesehatan lain. Tak jarang pasien harus minum obat teratur dan mengatur makan (hindari minyak) dan olahraga teratur serta minum air putih. Jangan lupa foto kondisi wajahmu dengan resolusi baik bila ingin konsultasi online."
Bagaimana proses kalian dalam menyembuhkan jerawat?,Ada tiga langkah:PencetDiamkanSembuh
Apa rekomendasi masker wajah untuk mengatasi jerawat?,"Saya tidak menyarankan maskeran saat muka masih dipenuhi jerawat yang baru meradang (atau masih ada rasa sakitnya) karena salah-salah malah memperburuk peradangan jerawat baru tersebut. Ketimbang di masker, akan lebih baik untuk spot-spot jerawat dikompres dengan bahan-bahan yang soothing untuk meredakan peradangan seperti kompresan kapas yang dibasahi essence/ampoule berbahan ekstrak pegagan (Centella asiatica). Rekomendasinya? Bisa coba Skin1004 Madagascar Centella Asiatica 100 Ampoule.(Sumber: Review skin1004 Madagascar Centella Asiatica 100 Ampoule | SOCO by Sociolla ) Saya pribadi hanya menggunakan masker ketika jerawat saya sudah keluar semua isinya. Saya menggunakan masker Utama Spice Temu-Temu Face Mask.(Sumber: http://herbeautyreport.com/2019/05/03/review-utama-spice-temu-temu-face-mask/ ) Gunanya untuk mencegah timbulnya jerawat baru lainnya (kandungan temulawak bermanfaat sebagai senyawa antibakteri) dan juga untuk menormalkan kulit agar tidak terlalu berminyak (kulit saya normal-berminyak). Kulit berminyak itu rawan timbul jerawat kalau tidak dibersihkan dan dirawat dengan benar karena pori-pori yang tersumbat oleh kelebihan minyak dan kotoran memicu timbulnya jerawat. Semoga membantu! :)"
Produk perawatan wajah apa yang bisa menghilangkan bopeng bekas jerawat?,"Ada kandungan-kandungan yang memang khusus untuk menghilangkan bopeng akibat jerawat, yaitu sebagai berikut. -Salicylic acid, yang mampu menghancurkan lemak penyumbat pori dan meredakan jerawat. -Vitamin C, yang manfaatnya adalah mencerahkan, memperbaiki tekstur kulit dengan membantu pembentukan kolagen. -Madecassoside, yang merupakan komponen dalam Centella asiatica untuk mempercepat penyembuhan luka, meningkatkan produksi kolagen, dan sebagai antiinflamasi. Kamu bisa gunakan rekomendasi produk berikut ya. Premiere Beaute Luminous White Glow Brightening SerumSerum ini kaya akan niacinamide dan mengandung centella asiatica yang efektif dalam menghilangkan noda bekas jerawat serta mengatasi bopeng. Kulitmu pun jadi terasa segar, halus, dan cerah. Dengan pemakaian teratur maka bekas jerawat atau bopeng bakalan tersamarkan. The Body Shop Vitamin C Cleansing PolishFacial wash ini bertekstur gel yang recommended untuk mengatasi masalah bopeng. Produk ini mengandung micro beads yang mampu mengangkat sel kulit mati dengan ringan."
"Apa produk sabun muka (facial foam atau facial cleanser) ""top3"" versi kamu?","Top 3 facial cleanser Saya ialah sebagai berikut :Wardah Renew You. Ini facial cleanser yang fokusnya untuk anti aging. Mengandung natural AHA. Bentuknya seperti gel. Setelah penggunaan wajah terasa lebih kencang. Harganya terjangkau pula hehe.Olay Total Effect Facial Cleanser. Saya gunakan ini saat menggunakan rangkaian produk dari Olay Total Effects.Sensatia Tamarind and Green Tea cleanser Ini produk lokal Bali yang memang bagus untuk kulit yang sedang berjerawat terutama beruntusan. Highly recommended.Sekian, Rk"
Bagaimana cara menghilangkan bopeng dan membuat kulit muka mulus lagi ?,"Buat ngatasin bopeng sama bekas atau noda jerawat di wajah kamu bisa coba rutin pakai serum yang mengandung niacinamide.Formula niacinamide dalam skincare bekerja aktif untuk mencerahkan, meningkatkan tekstur kulit, memperkuat skin barrier, dan menyamarkan noda hitam, hingga meringankan gejala kulit yang kemerahan dan melawan jerawat yang muncul di permukaan wajah. Untuk rekomendasinya yaitu serum Somethinc, Premiere Beaute atau The Ordinary yaa."
Apa masker wajah terbaik untuk bekas jerawat?,What is the best facial mask for acne scars?
Bagaimana caranya menghilangkan bruntusan dan flek hitam di wajah secara alami?,"Alami yg kayak gimana maksudnya? Yg DIY pakai bahan dapur seperti mentimun, tomat, bengkoang atau kopi yg dibuat masker kah? Kalo iya saya ga bisa jawab hehehe.. tim takut dengan diy ( I don't belive with myself making that stuff). Berdasarkan pengalaman pribadi, aku saranin pakai aloe vera soothing gel, banyak kok brand brandnya, lokal maupun korea. Aku pakai brand Missha itu bagus untuk melembabkan kulit dan menenangkan kulit. Jangan lupa pakai sunscreen biar flek dan bruntusan ga makin parah, banyak kok sunscreen murah, seperti wardah dan emina. Kuncinya, jangan sampai kulit kering dan dehidrasi. Minum air yg banyak. Kalau flek versi murah nya aku pakai pelembab nya ponds, lumayan ngefek tapi tetep rutin dan ga instan ya.. Kalau mau lebih baik aku sarankan Nacific Phyto Niacin. THE BEST. (Mbak maaf, kan yg ditanya 'cara alami') Iya iya maaf ya :( Semoga membantu ❤"
Mengapa jerawat di wajah kadang terasa gatal? Adakah obat minum yang ampuh untuk jerawat?,"Tiap kulit org berbeda , tapi saya tiap habis makan kacang atau telor goreng pasti tumbuh jerawat dibagian dagu dan itu sangat menyebalkan karna benar-benar terasa gatal . Untuk mengatasi nya biasanya saya pake ini, ada reaksi dingin setelah memakainya jadi gatelnya berkurang galama gatelnya hilang.Berbeda pula dengan jerawat adik saya katanya gatel gitu , akhirnya dia iseng minum darsi karna liat diiklan , tapi lumayan ampuh untuk mengurangi rasa gatal pada jerawat dan cepat kering jerawatnya 🙏"
Apa cara tercepat untuk menghilangkan jerawat dan komedo?,"Cara cepat menghilangkan jerawat dan komedo. Sulit mau menghapus jerawat dan komedo secara ekspres, karena kasus jerawat dan komedo itu penyebabnya bersifat multidimensi. Ada faktor pori-pori besar sehingga debu dengan mudah terserap di kulit dan kemudian menyumbat pori-pori. Ada juga faktor hormon, faktor alergi, atau faktor stres. Karena itu, penyembuhannya juga harus bersinergi antara usaha satu dengan yang lainnya, misalnya temui dokter spesialis kulit, gunakan obat-obatan yang aman dan terpercaya (meskipun mungkin sedikit mahal), jaga kebersihan diri sendiri, misalnya bersihkan wajah dengan tuntas setelah pakai makeup dan sebelum tidur, perhatikan dan hindari makanan yang seringkali memicu munculnya jerawat, jaga jari jemari agar tidak secara iseng menyentuh jerawat. Berhubung saya bukan ahli dibidang itu jadi mohon maaf jika saran saya mungkin terdengar terlalu biasa-biasa. Selamat mencoba."
"Pernahkah kamu mencoba serum Somebymi yang warna merah? Apakah betul-betul ampuh menghilangkan jerawat, bekas serta bopeng?","Apakah yang kamu maksud adalah Some By Mi Snail Truecica Serum? Jika iya, maka saya pernah menggunakannya! Saya menggunakannya dalam kurun waktu kurang lebih satu bulan. Bagi yang belum tahu, penampakan produknya seperti ini.Sebelum membahas mengenai efek bagi kulit saya, ada baiknya saya menyebutkan klaim dari produk ini. Mengutip dari laman Shop Asian Fashion, Beauty & Lifestyle Online | YesStyle, Some By Mi Snail Truecica Serum memiliki manfaat berikut:A dual functional product: Whitening + Anti-wrinkle.Contains 890,000ppm of Snail Truecica™ which consists of Black Snail Extract and Truecica™.Helps for skin regeneration to repair skin damage with Black Snail Extract.Soothes skin and reinforces skin barrier with Truecica™.Removes blemishes and scar with a non-sticky finish.Free of 20 harmful ingredients. Passes skin irritation test.Banyak, ya? Mana menggiurkan semua lagi 😂 Dengan fungsi yang segitu 'racunnya' saya lantas checkout produk ini disalah satu matketplace. Kalau tidak salah sih harganya masih sekitar 200 ribu. Mungkin sekarang sudah turun. Oke, jadi klaim produk ini adalah untuk whitening, anti-wrinkle, repair damaged skin, soothes skin, remove acne scar, dan aman bagi kulit sensitif. Keadaan kulit saya saat itu adalah memiliki banyak bekas jerawat, jenisnya PIE, bekas jerawat yang warnanya merah. Ditambah kulit saya bruntusan sehingga teksturnya gak begitu bagus yah saat itu. Tipe kulit saya sensitif kombinasi, oily di T-Area dan sisanya normal. Yang pertama, produk ini benar soal aman untuk kulit sensitif. After effect gak lengket, gak panas, dan cepat menyerap. Sama sekali ga bikin kulit saya yang sensitif ini jadi memerah. Setelah pemakaian 1 minggu, saya notice kalau kulit saya jadi makin halus dan lembab tetapi gak bikin daerah kulit berminyak saya jadi kilang minyak. Mungkin hasil ini juga berkat skincare saya yang lainnya sih karena hasilnya cepat. Untuk fungsi whitening, saya bisa bilang produk ini memang bikin kulit saya makin cerah, tetapi gak sampai naikin tone kulit. Kalau yang ini sih saya yakin berkat adanya tabir surya, jadi produk ini bertindak sebagai booster sehingga kulit saya makin cerah. Well, itu adalah klaim yang memang benar terjadi di kulit saya. Klaim lainnya seperti anti-wrinkle dan memudarkan bekas jerawat belum saya rasakan. Mungkin hal ini terjadi karena bekas jerawat merah memang terkenal sulit dihilangkan dengan skincare harian. Untuk fungsi anti kerutannya sih belum terlihat, ya. Ini dari awal saya sudah skeptis sih sama klaim ini. 😂 Mengapa? Karena klaim anti kerutan butuh waktu, butuh proses. Lagian saya tipe yang percaya jika ingin menghilangkan kerutan mending treatment di salon kecantikan saja. Akhir kata, rating yang bisa saya berikan adalah 7.5/10. Terima kasih sudah membaca!"
Bagaimana cara menghilangkan jerawat “bruntusan” di wajah?,"Rajin bersihin wajahBersihin wajah setidaknya 2 kali sehari, ketika bangun dan sebelum tidur. Pilih sabun cuci muka yang sesuai dengan jenis kulit kmu. Jika diperlukan, juga bisa menerapkan prinsip double cleansing, alias cuci wajah dua kali untuk memastikan kulit wajah benar-benar bersih dari kotoran. 2. Eksfoliasi Untuk menghilangkan sel kulit mati di muka, tp jgn terlalu sering. 3. Aku suka pake masker himalaya neem mask, lumayan buat ngilangin bruntusan."
Bagaimana cara menghilangkan jerawat dan komedo?,"Untuk komedo bisa pakai ini, menurut saya sangat cukup ampuh untuk mengangkat komedo."
Bagaimana cara menghilangkan bekas jerawat?,"Ini adalah pengalaman pribadi aku sendiri, dalam berjuang menghilangkan Bekas Jerawat dan Jerawat. Aku hampir mencoba semua yang alami dari saran teman-temanku, seperti: Masker Kunyit (bekas jerawat tak hilang, mukaku malah jadi kuning T.T yaa tapi setelah beberapa menit warna kulit wajahku kembali kesemula, alhamdulillah. Gak kebayang sudah jerawatan terus warna kulit jadi kuning. Masker Madu campur gula (bekas jerawat tak hilang mukaku malah disemutin dan numbuh jerawat baru, Hiks.. Ya Allah) Cuci muka pakai air beras (setelah cuci muka pakai air beras, muka jadi halus tapi gak ngaruh apapun), pokoknya banyaklah aku pakai bahan alami untuk menghilangkan jerawat sudah macem-macem, sumpah sampai lelah! Beli skincare ini dan itu sampai uang habis hanya untuk skincare, tapi bekas jerawat gak hilang dan jerawat pun masih ada. Namun, aku gak nyerah, aku pergi ke dokter lalu menggunakan obat dari dokter dan alhamdulillah mukaku mendingan tapi jadi ketergantungan, akhirnya berhenti karena takut kulit jadi rusak. OH NO! Akhirnya aku begadang semalaman hanya untuk browsing cari obat/cream/sabun apapun yang bisa menyembuhkan jerawat. Sampai akhirnya aku membaca satu ulasan di situs Female Daily tentang sebuah produk yang mengubah hidupku sampai saat ini, yaitu: Sabun CETAPHIL. Cetaphil Gentle Skin CleanserSabun ini ajaib banget menurut aku, benar-benar berpengaruh dimukaku. Semenjak pakai sabun ini jerawatku perlahan hilang dan bekas jerawat pun memudar. Dengan menggunakan sabun Cetaphil, aku gak perlu lagi pakai cream siang, mala, subuh, sore apalah itu. Cukup dengan cetaphil saja muka sudah aman, gak cuma itu saja semenjak menggunakan cetaphil, aku jadi irit karena gak banyak beli skincare hehe Aku hampir jarang banget numbuh jerawat semenjak pakai sabun ini, meskipun numbuh jerawat itu hanya 1 atau 2 dan cepet banget hilang. mukaku jadi gak sensitif, pakai bb cream / pelembab wajah merek apapun gak masalah. Aku seneng banget bisa menemukan sabun cetaphil. Pokoknya aku sayang kamu cetaphil :"") oh iya satu lagi aku mau kasih tau masker andalan aku yang buat wajah aku jadi lebih cerah. Masker Bubuk Mustika RatuMasker ini selain harganya murah juga sangat ampun dimukaku untuk mencerahkan wajah. pokoknya i love it! Semoga tulisan ini bermanfaat untuk kalian yang sedang berjuang dengan jerawat :) Edit : Dan ini wajahku sekarang, jauh lebih baik dibanding dulu walau masih ada sedikit bekas jerawat tapi gpp kalau pakai full make up gak keliatan hehe Foto muka ku saat berjerawat sudah aku hapus soalnya bikin kesel lihatnya :""D -Nadia"
Apa obat mujarab penghilang jerawat dan bekasnya? Adakah di apotik?,"Hello kak Ada beberapa rekomended obat penghilang jerawat dan bekasnya di apotek. Salah satunya adalah benzolac. Benzolac dijual dalam 3 jenis, yaitu benzolac 2.5% untuk jerawat ringan sampai sedang, benzolac 5% untuk jerawat sedang hingga parah, dan benzolac CL untuk jerawat batu. Benzolac memiliki kandungan benzoyl peroxide yang bekerja untuk membunuh bakteri pemicu jerawat, sekaligus mempercepat pengelupasan sel-sel kulit mati penyebab komedo dan jerawat. . Tapi saran saya tidak langsung dipakai perlu konsultasi dahulu.."
Bagaimana cara menyembuhkan bruntusan di wajah?,"ini pengalaman pribadi sih. Maaf kalo kependekan ya, karna cara ku emg simple bgt. Back to basic, alias jangan pake apa2 dulu ke wajah. Pake skincare minimalism aja, double cleansing, toner, & obat jerawat totol. Pastikan muka selalu dlm keadaan bersih. Makanya double cleansing wajib sih. Terutama pada malam hari sebelum tidur. Kalo kulit kamu tipikal yg kering, jng pake cleansing oil/ cleansing balm ya. Di khawatirkan sisa residu nya malah menyumbat kulit & bawa efek negatif. Toner biar kulit ga kering. Kalo kamu merasa ga cocok dng byk toner, aku saranin utk pake air mawar. Rekomendasi ku sariayu refreshing toner mawar. Aku udh cobain byk air mawar & ini yg paling nampol sih. Di kulit ku sih gaada efek negatifnya. Oiya, sering2 ya pakein toner nya. Utk obat jerawat totol itu cocok-cocokan sih ya. Jadi aku ga akan rekomendasiin, karna pengalaman aku juga baru pake 1 merek obat totol. Penting bgt utk pakein bruntusan/jerawat dng obat totol supaya cepet sembuh & ga berbekas. Udh itu aja sih. Pokok koentjinya jaga kebersihan wajah. Thats it."
Bagaimana cara menghilangkan jerawat?,"Saya sendiri adalah seorang Acne Fighter sejak SMP sampai sekarang. Mulai dari yang biasa aja-sembuh-kembali jerawatan-meradang-sembuh lagi-kemudian jerawatan lagi, sudah saya alami. Bukan tak jarang saya coba berbagai macam produk yang mengklaim akan membantu membersihkan jerawat saya agar tampak glowing. Tapi, nihil. Faktanya, semakin sering saya merawat wajah saya, jerawat malah semakin tumbuh. Kejanggalan yang saya sendiri masih belum bisa temukan alasannya kenapa. Jadi saya fikir, jika saya tidak bisa menyembuhkannya dari luar maka saya harus menyembuhkannya dari dalam. Berikut beberapa hal yang lakukan :Rutin Berolahraga, mungkin banyak dari kita yang terlalu sering membaca tips-tips seperti ini, namun tidak pernah merealisasikannya. Saya seorang pelajar, waktu saya habis untuk sekolah seharian ditambah lagi les tambahan. Tidak ada waktu untuk berolahraga. Maka, untuk hari aktif sekolah, saya olahraga setelah selesai aktivitas diluar rumah. Hal simple, seperti lari keliling daerah rumah atau komplek (Saya sendiri lebih sering didalam rumah lari-lari kecil) atau sedikit push up atau sit up. Tidak perli terlalu keras, yang penting keluar keringat.Minum air putih, minum air putih yang cukup dapat membantu kulit kita lebih tampak sehat dan berkilau. Mungkin kalau disuruh minum 8 liter perhari agak sedikit berat bagi beberapa orang, saya sendiri punya tips nya. Saya menggunakan botol minum ukuran 1 liter agar tidak terlalu memuakkan dihadapkan dengan 8 liter air sekaligus, untuk sekolah saya habiskan 3 liter, untuk les tambahan saya habiskan 2 liter, untuk berolahraga saya habiskan 1, sambil nonton dan ngemil saya habiskan 1 liter, untuk belajar saya habiskan 1 liter, dan sebelum tidur saya minum 1 gelas air putih. Cukup agar tubuhmu tidak merasa kekurangan mineral.Makan buah dan sayuran, point ini juga pasti sudah lazim diketahui orang. Tapi saya sendiri punya aturan khusus untuk tubuh saya, setiap seminggu sekali saya punya aturan untuk mendetox tubuh saya dengan minum beragam buah yanh telah dijadikan infused water. Ini benar-benar baik dan ampuh untuk tubuh. Makan buah dan sayuran setiap hari.Tidur yang cukup, bagi beberapa orang hal ini paling sulit untuk dilakukan. Apalagi seperti saya seorang pelajar yang dikejar-kejar oleh tugas. Nah untuk waktu luang, manfaatkan waktu untuk tidur dan istirahat. Biasanya kalau tidak ada jadwal les tambahan, saya tidur siang. Intinya kalau kurang, ya harus kita tambah.Jaga Kebersihan, ganti minimal 1 bulan sekali untuk segala benda yang bersentuhan langsung dengan kulit. Seperti, sprei, sarung bantal, selimut. Dan, gunakan jilbab untuk sekali pakai saja. Maksudnya, kalau sudah dipakai sekali, langsung cuci. Jangan digantung lalu digunakan lagi untuk besok.Mulai dengan Basic Skincare, basic skincare nya saya mungkin akan terdengar terlalu basic. Facial wash, moisturizer, sunscreen. Hanya 3 step itu saja. Saya tipe kulit yang oily, acne prone dan sensitif. Kalau terlalu banyak step step yang dilakukan di wajah malah semakin membuat wajah saya meradang. Jadi simple-simple saja yang penting work di kulitSedikit tips untuk kita semua, jangan terlalu memaksakan diri. Jangan dengerin perkataan orang lain tentang buruknya kita. Jerawatan itu normal kok yang tidak normal itu perkataan orang lain yang selalu menimbulkan insecurity. Selamat berjuang, Acne Fighter!"
Apakah cara terampuh untuk menghilangkan bekas jerawat dan beruntusan? Berapa lama hasilnya terlihat?,"Berdasarkan pengalaman pribadi saya… Kulit wajah saya itu berminyak rentan jerawat, sudah berbagai macam skincare saya coba tapi tak terlihat hasilnya. Oh iya saya ini 26tahun. Jerawat masih sering merajalela sampai suatu ketika di bulan ramadhan saya berpuasa. Di bulan ramadhan saya berpuasa, saya berhenti memakai skincare. Dari mulai micellar water, sabun cuci muka, toner, pelembab dan sunscreen saya total berhentikan. Karena masih PSBB, jadi saya jarang keluar rumah. Jadi ini yang saya lakukan:Saya minum segelas air putih sebelum dan sesudah makan sahur. Dan makan sahur pun jangan terlalu kenyang. Lanjut workout ringan setelah sholat subuh.Berbuka puasa pun saya awali dengan minum segelas air putih, makan secukupnya. Minum air putih 4gelas (sebelum makan, sesudah makan, sebelum tadaruz dan mau tidur).Konsumsi makanan seperti sayur dan buah.Tidak mengonsumsi makanan dan minuman manis.Bila wajah dah mulai berminyak, selalu basuh dengan air (tidak pakai sabun).Saya lakukan hal di atas full selama sebulan berpuasa. Ada sekitar 7hari saya tidak berpuasa karena berhalangan, biasanya saya akan berjerawat saat berhalangan. Namun sampai Hari Lebaran, saya tidak berjerawat satu pun, bahkan bekas jerawat lebih cepat pudar dan kulit saya menjadi lebih cerah. Saya pernah membaca kalau sebenarnya salah satu sumber penyakit yang ada dalam diri kita itu adalah dari makanan yang kita makan. Jadi buat teman-teman, istirahatkanlah sejenak organ organ sistem pencernaan kita dengan berpuasa, supaya kita juga jadi lebih sehat. Jadi kesimpulannya,sayangi tubuh kita dengan berpuasa dan konsumsi makanan yang sehat dan seimbang, istirahat cukup dan berolahraga. Jangan lupa jaga kebersihan diri dan lingkungan."
Bagaimana cara menghilangkan hiperpigmentasi? Apa ada saran obat yang ampuh?,"Halo, salam kenal. Hiperpigmentasi biasanya lebih sering dialami ibu hamil. Saat hamil, ibu bisa mengalami beberapa kelainan kulit akibat peningkatan hormon. Namun, kabar baiknya beberapa kelainan kulit bisa menghilang setelah ibu sudah melahirkan. Hiperpigmentasi Bentuk kelainan kulit yang normal (fisiologis) pada ibu hamil bervariasi, yang paling sering terjadi adalah hiperpigmentasi. Seperti: -Linea nigra (garis hitam memanjang melewati pusat hingga tulang kemaluan). -Daerah sekitar puting susu menggelap. -Kulit leher dan lipatan menghitam. Bagi ibu hamil (Bumil) tidak perlu khawatir saat ini terjadi. Kelainan ini akan menghilang saat ibu melahirkan karena produksi hormon estrogen akan kembali normal. Sumber: Kelainan Hiperpigmentasi pada Ibu Hamil, Apakah Bisa Hilang? Semoga sharing ini berfaedah. Semangat."
