question,answer
Apakah orang yang homo atau lesbian bisa disembuhkan dan hidup normal?,"Bisa. Dengan kemauan dan keyakinan yang kuat. Saya tahu ada sebagian orang yang berpikir bahwa homo dan lesbian adalah sebuah 'nasib' yang tidak bisa diubah. Tetapi sebagaimana banyak hal lain dalam hidup ini yang nampak tidak mungkin tetapi akhirnya menjadi mungkin, maka anda juga bisa mengubah diri anda dari seorang homoseksual menjadi normal. Saya ingat sebuah kutipan dari Napoleon Hill dalam bukunya 'Think and Grow Rich' yang berbunyi:Whatever the mind can conceive and believe, it can achieve.Segala sesuatu yang anda percaya dan yakini dengan sepenuh hati pasti akan terwujud menjadi kenyataan. Tentunya dengan usaha yang gigih dan maksimal. Berikut adalah beberapa hal yang bisa anda lakukan untuk mengubah diri anda:Menjauhi segala sesuatu yang berhubungan dengan homoseksual atau lesbian diantaranya lingkungan & teman yang gay, aksesoris, tontonan, bacaan dan segala sesuatu yang berkaitan dengan homoseksual.Merenungi bahwa homoseksual merupakan perbuatan yang dilarang oleh Tuhan, apapun agama anda.Terapi sugesti, yaitu mengucapkan dengan keras dan berulang-ulang ketika anda sendiri, kata-kata seperti: 'Saya bukan gay' ' Saya suka perempuan/laki-laki'Berusaha melakukan aktivitas yang sesuai dengan kodrat anda, misal bagi laki-laki berolahraga seperti futsal atau karate dan lain sebagainya.Terapi hormon. Konsultasikan dengan dokter anda jika memang diperlukan untuk terapi hormon secara berkala. [1]Menjauhi rekan sesama jenis yang sekiranya menarik hati anda. Memang akan terasa sulit di awal, tetapi dengan tekad yang kuat, anda pasti bisa.Berdoa dan memohon kepada Tuhan agar dimudahkan dalam berusaha. Ingat, segala yang terjadi di alam semesta ini adalah atas ijin-Nya, maka mintalah pertolongan-Nya agar anda berhasil.Selain langkah-langkah di atas, yang juga tidak kalah penting adalah dukungan dari keluarga dan orang terdekat untuk bisa menjalankan semuanya dengan lebih baik. Anda bisa, jika dan hanya jika anda yakin anda bisa.Catatan Kaki[1] Apa Sih Sebenarnya Homo Seksual Itu?"
"Sebagai seorang LGBT, Seberani apa kamu menyatakan diri sebagai LGBT? Apa reaksi orang terdekatmu setelah mereka tahu?","Saya seorang biseksual yang condong L. Seberani apa saya? Entahlah, saya tidak tahu. Karena cara saya coming out adalah dengan menulis. Ya, menulis. Saya suka menulis di buku harian (sebenarnya cuma buku tulis kampus biasa), seperti diari. Saya tulis semua apa yang saya rasakan, termasuk perasaan saya; jatuh cinta pada sesama perempuan. Saat itu saya sedang dalam masa pemulihan, rutin berobat ke psikiater. Dokter menyarankan saya untuk kembali membangun hubungan baik dengan kedua orang tua saya (sebelumnya hubungan saya dengan orang tua saya tidak begitu baik, ditambah lagi saya anak broken home). Saya berinisiatif untuk memberikan buku harian saya (yang berisi pengakuan coming out itu) kepada ibu saya. Awalnya saya takut-takut. Pikir saya, bagaimana kalau ibu saya tidak menerima saya? Memaki saya? Atau parahnya, mengusir saya? Keesokan hari, ibu saya mengembalikan buku harian itu tanpa mengucapkan apa pun. Berhari-hari setelah itu pun beliau tidak juga membahas soal coming out maupun orientasi seksual saya. Namun, kadang-kadang beliau membahas tentang cowok—maksud saya, menggoda saya perihal cowok. Selebihnya, ibu saya tetap memperlakukan saya dan berinteraksi seperti biasa. Hal yang sama juga terjadi saat saya memberikan buku harian itu pada ayah saya. Setelah membacanya, beliau tak membahasnya sama sekali (berbeda dengan ibu saya yang menggoda saya perihal cowok). Dari situ saya simpulkan, mereka menerima saya. Tapi, saya tahu, di dalam lubuk hati kedua orang tua saya, mereka begitu kecewa pada saya. Sedangkan teman-teman saya (yang saya rasa bisa dipercaya) yang lebih dahulu saya beri tahu, mereka menerima saya. Yah, setengahnya yang menerima karena mereka sama seperti saya, sih. Sisanya, (dari yang straight) hanya sahabat-sahabat saya yang menerima saya. Katanya saya tetap sahabat mereka, terlepas orientasi seksual saya apa. Mereka pun turut menyemangati dan mendoakan saya. Sebenarnya saya merasa sangat bersalah dan berdosa. Tapi mau dikata apa? Saya juga tidak tahu kenapa saya bisa begini; kenapa saya lebih tertarik kepada perempuan dibanding laki-laki. Namun, saya mencoba untuk menerima diri saya meskipun sulit. Kenyataan bahwa saya tidak seperti orang kebanyakan dan sedikit berbeda. Kendati demikian, saya berdoa kepada Tuhan, agar bisa kembali ke jalan yang benar, sebagaimana Dia menciptakan manusia berpasang-pasangan. Yah, mungkin memposting pernyataan diri ini tanpa anonim adalah salah satu bentuk keberanian saya. ."
Apa yang kamu tahu tentang penyakit HPV?,"HPV atau kutil. Ini bukan daging tumbuh, melainkan penumpukan kulit. Saya memiliki kutil juga. Tapi ini bisa disembuhkan secara alami, menggunakan bahan2 rempah. Seperti bawang putih, kunir, dll. Tinggal dioles pada kutil. Rutin. Ini bisa menular."
Bagaimana pengalamanmu saat vaksin HPV?,"Baru 2 hari yg lalu aku suntik vaksin HPV,kebetulan ibuku seorang tenaga medis jadi dia yg menyuntikkan sendiri vaksin HPV nya ke aku.Setauku vaksin ini melindungi tubuh dari virus Human Papiloma Virus,pernah baca kalo virus ini bisa menyebabkan kanker rahim. Oh iya,bulan depan aku bakal vaksin HPV lagi,karna kata ibuku diatas usia 14 tahun dosisnya beda dgn usia dibawah 14 tahun,minimal jarak pemberian vaksin 1 bulan kalo ga salah. Sekian tulisan ku,terima kasih sudah membaca"
Apa manfaat ganja dalam penyembuhan penyakit kanker?,"Semoga jawaban ini bermanfaat. Menurut UU Republik Indonesia No. 22 Tahun 1997 Tentang Narkotika, Ganja masuk dalam Narkotika golongan I, yang mana hanya digunakan untuk kepentingan pengetahuan dan tidak digunakan untuk pengobatan serta mempunyai potensi tinggi untuk ketergantungan.Dari berbagai penelitian, ternyata ganja memiliki efek terapi yang sangat baik contohnya saja untuk terapi kanker. Diketahui bahwa ganja memilik senyawa cannabioid yang secara struktural atau secara farmakologi memiliki kesamaan struktur terhadap tetrahidrocannabiol atau yang mengikat pada reseptor cannabioid (Sarfaraz, et al, 2008). Reseptor cannabioid merupakan bagian dari sistem cannabioid pada tubuh, yang mana fungsinya memodulasi mood, memori, dan sensasi nyeri. Kanker sendiri suatu kondisi dimana adanya virus yang menyerang sel sehingga sel - sel tersebut membelah diri dan tidak terkontrol. Dalam penelitian Whitting et al, menjelaskan juga kalau ganja dapat digunakan untuk meredakan nyeri kronik pada penderita kanker (moderate-level evidence).Gambar diatas menjelaskan bagaimana mekanisme senyawa kanabioid berperan sebagai antikanker. Jalur sinyaling yang terhubung dengan aktivasi reseptor canabioid yang terinduksi oleh agonisnya. Agonis reseptor cannaboid menghambat proliferasi melalui penghambatan cAMP-dependent protein kinase, yang mana mengaktifkan mitogen-activated protein kinase (MAPK). Stimulasi sintesis seramide via aktivasi serine pamitoyltranferase (SPT) up-regulated p8, menuju ke apoptosis. Agonis reseptor cannabioid mengaktifkan jalur MAPK dan PI3K/Akt; diteruskan dengan aktivasi ERK1/2 menuju induksi cyclin kinase inhibitor p27/KIP1 dengan modulasi molekul - molekul regulator siklus sel; hasilnya pada G1 terjadilah apoptosis.Berdasarkan penjelasan diatas disimpulkan bahwa ganja juga dapat berguna sebagai antikanker dengan menghambat pertumbuhan sel kanker dengan melakukan apoptosis, baik pada kanker payudara, paru - paru, prostate, dan kanker kolon (usus besar). Selain itu, tingginya reseptor cannabioid dalam tubuh efektif untuk membunuh tumor. Pada dasarnya, masih ada beberapa studi penelitian mengenai bagaimana tanaman ganja bekerja sebagai antikanker. Di Amerika tanaman ini sudah dilegalkan untuk terapi pengobatan namun bukan untuk antikanker, tetapi digunakan sebagai terapi epilepsi. Di Indonesia sendiri masih menjadi kontroversi karena tanaman ini masih banyak disalahgunakan. Cukup penjelasan dari saya. Apabila ada yang salah mohon dikoreksi. Terimakasi :) [1] (PDF) The Use of Medical Marijuana in Cancer [2] (PDF) Cannabinoids for Cancer Treatment: Progress and PromiseCatatan Kaki[1] https://www.researchgate.net/publication/303465776[2] (PDF) Cannabinoids for Cancer Treatment: Progress and Promise"
Apakah benar micin menjadi penyebab kanker?,"Pengalaman saya pribadi, ini efek jangka pendek. MSG mengakibatkan mual dan muntah jika kandungan msg dalam makanan melebihi batas dari porsi makanan itu sendiri. Contoh nyata, saya pernah beli french fries ala ala, bumbu dalam adonan crispy mengandung banyak msg alhasil. baru makan 4 batang sudah mual, pusing juga dan akhirnya muntah. Untuk jangka panjang mungkin ada yg bisa lebih menjelaskan berdasarkan pengalamannya. Oiya, mungkin jadi bego salah satunya…mungkin…"
Apakah menyukai sesama jenis bisa disembuhkan?,"Disembuhkan?, Sejak kapan itu penyakit?"
Bagaimana rasanya menjadi seorang penyintas kanker?,"Gimana ya…  Agak bingung sih jawabnya. Meski pun terlihat normal, kami para penyintas kanker sebenarnya memiliki kehidupan Normal yang tidak bisa dibilang normal. Kami mudah sekali merasa sangat lelah padahal tidak terlihat sakit, karena kesehatan dan stamina kami sudah tidak seperti dulu lagi. Hal ini yang terkadang menjadi beban apabila kami berada di tempat-tempat tertentu, misalnya di dalam komuter, busway atau sedang mengantri, karena pemerintah tidak menyediakan kursi khusus untuk kami seperti para difable. Dalam beberapa bulan sekali kami harus selalu mengontrol kesehatan kami di Rumah Sakit, jadi beberapa penyintas harus selalu izin bahkan cuti tidak masuk kantor (bagi yang kantornya perhitungan dan jumlah cutinya sudah habis, terpaksa unpaid leave) untuk medical check-up. Kebanyakan dari kami terutama perempuan sering mengalami mood swing. Dan saya rasa semua penyintas pasti dihantui anxiety. Trauma dan takut kanker itu akan kembali pasti selalu ada. Kami semua berjuang menjalani kehidupan yang tidak akan pernah normal lagi untuk menjadi normal kembali, atau normal menurut versi kami sendiri. Semoga jawaban ini cukup mewakili perasaan sahabat-sahabat sesama penyintas."
"Jika semua penyakit ada obatnya, mengapa kanker sulit disembuhkan?","Karena kanker itu sel tubuh yang tumbuhnya 'ndablek', diluar aturan main. Misal nih, tubuh butuh sel baru 2 aja, eee yang nongol 20 sel baru. Mana sifat sel baru yg munculnya lasak ini gampang rusak, jadilah bolak balik tumbuh mulu sel-sel baru yang berlipat-lipat jumlahnya dari yang rusak. Kenapa susah diobatin? karena ini penyakit bukan disebabkan karena kuman, yang kalau diobatin kumannya mati trus sembuh. Obat dan terapi kanker itu tujuannya ""menjinakkan"" kenakalan pertumbuhan sel-sel itu, biar jumlahnya sesuai aturan main. Kenapa kok dijinakkan, nggak dimatikan aja sekalian? Karena obatnya nggak mungkin bisa pilih-pilih cuma matiin sel kanker doang, sel tubuh yang nurut juga bakal mati. Nah, karena keribetan inilah sampai saat ini belum ditemukan metode yang pasti bisa bikin sel kanker jinak. Ibarat makan buah simalakama. Tapi kalau Anda atau orang terdekat Anda ada yang sedang terapi kanker, jangan putus asa. Terus berusaha, karena tugas manusia adalah berusaha, untuk hasil akhir, biar Tuhan Yang Maha Kuasa atas sel-sel tersebut yang menentukan."
Mengapa Dunia Kedokteran belum menemukan obat untuk penyakit limfoma?,"Sudah banyak obat yang manjur untuk Limfoma, terlebih jenis Limfoma Hodgkin. Limfoma Hodgkin mempunyai angka harapan hidup > 5 tahun.Limfoma Non HodgkinPenyakit Limfoma: Obat, Gejala, dll. • Hello Sehat Limfoma Malignant Lymphoma | Definition and Patient Education"
Apakah usia 18 tahun masih bisa melakulan vaksin HPV?,"Bisa saya, sebaiknya sebelum berhubungan tubuh, masih perawan (wanita/pria) sehingga belum tertular virus HPV itu."
Apakah LGBTQ+ bisa disembuhkan?,"Anda bangun besok pagi, dan tiba-tiba dunia menjadi terbalik. Manusia heteroseksual lah yang dianggap tidak normal. Apakah kita —si 'normal' yang tiba-tiba jadi non-normal— PERLU disembuhkan??Dalam dunia versi terbalik mencium, mencintai menikahi, berhubungan seksual dengan sesama jenis adalah NORMAL. Sebagai seorang heteroseksual, apa yang akan Anda lakukan?Bagaimana kalau inilah yang normal?[1].Apakah kita harus berubah demi mengikuti status quo? Kalau iya, bagaimana caranya supaya Anda dapat menjadi homoseksual atau LBTQ?Seperti itulah konsepnya kira-kira ☺️Catatan Kaki[1] My God, Help Me to Survive This Deadly Love - Wikipedia"
Mengapa sulit untuk mengobati kanker stadium 4?,"Karena pada kanker stadium 4 sudah ada sel-sel kanker yang beredar diseluruh tubuh pasien, jadi tidak lagi terbatas pada suatu jaringan atau organ. Sehingga kita tidak bisa mengisolir pertumbuhannya, karena sudah menjadi hal yang sistemik. Langkah terbaik yang bisa dilakukan adalah dengan kemoterapi, tetapi ini merupakan pedang bermata dua, karena obat-obatan kemoterapi fungsinya adalah menghancurkan sel yang bertumbuh secara patologis sementara sel-sel kanker yang patologis itu sudah tersebar ke seluruh tubuh maka ikut ‘meracuni’ sel-sel sehat di jaringan organ tempat sel kanker itu berada. Dua hal inilah yang menyebabkan kenapa kanker stadium 4 angka rerata kesembuhan dalam 5 tahun-nya sangat rendah (berkisar dibawah 25%). Karenanya deteksi dini itu sangat perlu dan tidak boleh dianggap remeh, lebih baik kita berprasangka buruk pada suatu benjolan sampai terbukti tidak ganas daripada mengganggap remeh suatu benjolan yang kecil, tidak nyeri dan tidak mengganggu untuk kemudian berkembang menjadi hal yang sangat menakutkan yang tidak terdeteksi sampai stadium 4."
Apakah kamu mengenal mantan LGBT yang sembuh?,"Kebetulan, saya adalah mantan LGBT yang sudah sembuh hehe… Dulu, saya cewek tomboy abis… mantan pacar saya cantik-cantik semua. Gak pernah punya mantan yang ganteng hahaha.. Orang tua sudah tau, dan mereka marah besar. Tapi saya keras kepala.. sampai pada akhirnya orang tua membiarkan saya apa adanya. Ingat, hanya membiarkan bukan berarti menerima apalagi mendukung. Bisa dibilang saya dulu penakluk hati wanita. Kalau PDKT sama cewek, pasti dapat. Sampai-sampai teman-teman cowok di kampus selalu minta tips dan trick dari saya. Saya bilang aja ke mereka kalau berani bilang ”I Love You” ke cewek itu perlu modal dan usaha. Jangan modal omong doang… FYI bukan maksud sombong atau merendahkan, rata-rata cewe itu “dibeli” dari yang cara paling kasar sampe paling halus.. misal cara kasar nih kayak ayam-ayam kampus “dibeli” gadun, cewe-cewe yang baik-baik kalo ada cowok yang mau dekati dia pasti diajakin makan,nonton, nge-trip tipis-tipis pasti cowok yang keluar duit lebih banyak. Ya kan ? Begitu juga saya, si tomboy… kalau saya punya pacar cewek harus ada modal. Hal itu lah yang memicu saya untuk putar otak agar dapat uang lebih selama kuliah. Dan akhirnya ketemu juga cara nya tanpa sengaja. Saya buka bisnis kecil-kecilan. Mantan pacar saya dulu ada yang adik kelas, anak pejabat, atlet, sampai pada akhirnya saya pacaran dengan dosen saya sendiri ! Padahal dia sudah bertunangan dengan pelaut yang kerja di Singapore. Awalnya saya hanya jadi penggagum beliu. Saya add request pertemanan di facebook, dan di accept. Kalau dari bio di facebook, saya selisih 3 tahun lebih muda. Beliau cantik, baik dan dapat beasiswa S2 di salah satu Univ kelas atas Indonesia. She’s so perfect. Tapi, saya masih tahu diri lah… tidak asal saya pacaran sama cewek. Hingga suatu malam di bulan Oktober 2013 dia chat saya Dan menanyakan kabar, tentang keadaan kampus karena dia masih S2 di kota lain, beda kota dengan kampus saya. Ngobrol-ngobrol asik terus nyambung ke whatsapp. Sampai dia nembak saya duluan padahal dia sudah punya tunangan ! Duh… sudah jatuh tertimpa cinta. Saya menjadi orang ke tiga di hubungan nya. Apalagi dia LDR dengan si pelaut dan saya yang “membajak” hubungan mereka. Hanya saja, saya tidak terlalu frontal menunjukkan kepada orang-orang kalau saya ada hubungan dengan dosen itu. Dia masih punya nama baik. Kadang, saya mikir.. kurang apa itu si pelaut. masa depan jelas, sudah mapan dan matang.. kenapa memilih bermain apa dengan saya yang masih mahasiswa skripsi aja belom kelar. Jadi hubungan saya dengan dia terlihat akrab biasa aja. Puncak nya, tahun 2015 desember dia akan menikah dengan tunangan nya. Saya down banget.. dari bulan januari 2015 sampai oktober 2015 saya sakit ! Badan saya ikutan drop bahkan sampai opname 2x sepanjang tahun 2015. Panas hingga 40 derajat dan mengigau dalam mimpi. Sangat sakit ! Tapi, Allah masih sayang sama saya. Saya ditolong oleh Bu RT dan guru spiritual nya. Orang tua kandung saya udah angkat tangan. Tapi, Bu RT dan Sang Guru masih telaten menghadapi Dan saya lebih nyaman bercerita kepada mereka daripada dengan orang tua saya. Saya memutuskan ikut pengobatan alternatif karena rumah sakit sudah tidak mempan lagi. Dengan metode pijat dan minum jamu khusus badan saya mulai pulih perlahan. Kalau kalian menganggap Sang Guru adalah dukun ya memang dia paranormal. Tapi, beliau tidak sekedar melihat hantu tapi juga menguasai dunia pengobatan. Kalau dokter pake jas putih bersertifikat kalau beliau memiliki ilmu kuno yang gak akan bisa diketahui WHO sekalipun. Jangan berpikir saya musyrik ya. Dan Sang Guru menawarkan pilihan kepada saya seperti ini : “Kamu sudah melewati masa-masa kritis mu. Kalau saya telat sedikit, mungkin hidup dan nyawa kamu tidak tertolong. Badan kamu sudah mulai sehat. Jadi bisa untuk berpikir lebih jernih. Sekarang saya mau tanya, apakah kamu bakal pacaran dengan cewek lagi atau mulai menata ulang untuk masa depan mu ? Tidak perlu dijawab sekarang, kamu pikirkan dulu baik-baik…” Saya terdiam. Orang ini sungguh antik. Usia beliau lebih dari 60 tahun. Beliau tidak menceramahi saya seperti orang-orang kebanyakan tapi menunjukkan pilihan dari berbagai sisi. Sudah berapa kali saya disakiti dalam hubungan sesama jenis , ditinggal menikah begitu saja.. padahal semua sudah dikorbankan tapi sia sia. Tidak ada masa depan dalam hubungan sesama jenis. Ibarat jalan yang ku lalui adalah jalan buntu. Sudah mentok. 2 minggu kemudian, saya bertemu beliau lagi dan bilang : “Pak, saya mau berhenti dari kehidupan lama saya dan mau menata hidup saya lagi biar lebih baik…” Akhirnya, saya pun tidak menjalin hubungan dengan sesama lagi. Berhenti. Dan menata ulang hidup saya. Sampai sekarang saya belum menikah dan belum memiliki pasangan. Ingin juga rasanya memiliki suatu hubungan dengan pria yang hangat dan ga ribet seperti dulu. Kalau nanti ada seorang pria yang mau hidup bersama , saya pun akan jujur semua tentang masa lalu saya. Bila dia mau menerima saya apa adanya berarti dia lah jodoh saya. Kalau tidak berkenan menerima masa lalu saya berarti belum jodoh."
"Apakah pengobatan pasien kanker harus selalu dengan kemoterapi, sedangkan diketahui efeknya bisa merusak sel sehat itu sendiri? Apa yang terjadi jika pasien tidak menjalani kemoterapi?","Kemoterapi merupakan salah satu pengobatan standar untuk kanker, selain bedah dan radiasi. Kemoterapi konvensional memang tidak selektif karena akan juga membunuh sel-sel normal yang aktif membelah. Namun, kini banyak obat terapi tertarget yang sudah banyak tersedia seperti Herceptin yang secara spesifik berikatan pada sel kanker yang mengeskpresikan molekul HER2, yang mana protein ini kurang diekspresikan pada sel normal. Kombinasi obat antara kemoterapi konvensional dengan obat terapi tertarget mampu memperlama usia hidup penderita kanker."
Apakah benar bonggol nanas dapat menyembuhkan kanker?,"Pikirkan: jika ini benar, nanas murah, kan semua kanker sudah disembuhkan? Pertanyaan semacam ini sering ditanya oleh orang Asia (Tenggara, Selatan), yang sering tidak berpikir secara rasionil, tetapi secara magis (magical thinking)….. Untuk orang yang kena kanker ini yang paling mengesalkan: setelah mendengar ada yang kena kanker, langsung kenalan-kenalan berbrondong datang membawa berbagai daunan, buah-buahan, jamu dsb. yang belum pernah ada bukti ilmiah berefek dimanusia, untuk dimakan, mereka sering marah jika sang pasien bilang tidak mau/tidak perlu. Jawabannya jelas: hoaks!"
Apakah berkonsultasi dengan psikiater benar-benar bisa mengobati depresi?,"Hey there, ak coba jawab ya, sebelumnya ak jelasin dulu nih background ceritanya. Jadi kejadiannya tahun 2018, ak sempet nyoba bunuh diri dengan overdose obat but, untungnya gagal dan ak disaranin buat ktemu psikiater, dan di tahun 2020 ini ak inisiatif sendiri buat konsul ke psikolog. Dari 2 2 nya ak emg didiagnose depresi tapi kalau dari ak pribadi, psikiater lebih banyak membantu melalui obat / tindakan medis, sementara psikoloh membantu dari sisi psikologis dengan cara konseling / psikoterapi. jadi basically, 2 2 nya membantu, hanya sudut pandang dan cara pendekatannya agak berbeda. maaf ya ak jawab via anonim, not all people understand mengenai mental health issue dan i've done enough dicemooh masalah depresi, so hope you're understand🙏"
"Kita tahu bahwa kanker serviks disebabkan oleh HPV, dan HPV hanya ditularkan melalui hubungan seksual. Kenapa kita tidak menyebut kanker serviks sebagai infeksi menular seksual?","Mari kita belajar apa yang disebut kanker serviks. Kanker serviks adalah jenis kanker yang menyerang leher rahim. Nama latin dari leher rahim adalah cervix uteri, merupakan bagian terbawah rahim yang berbatasan langsung dengan vagina. [1] Di serviks terdapat area yang bernama transformasion zone, yaitu zona di mana terdapat perubahan sel epitel dari columnar menjadi squamous. Di zona inilah mula-mula kanker serviks paling banyak berasal.gambaran organ kewanitaan. Transformasion zone terdapat di gambar yang diperbesar.Bisa dibayangkan melalui gambar, serviks adalah organ yang dalam. Serviks akan tersentuh oleh penis ketika penetrasi.Penyebab Penyebab dari kanker serviks ini adalaha HPV atau human papilloma virus. HPV terdiri dari sekitar 100 varian dengan sebagian besar tidak berbahaya. Ada 14 varian yang bisa menyebabkan kanker, namun varian yang paling sering menyebabkan kanker serviks adalah tipe 16 dan 18. [2] HPV sendiri ditularkan melalui hubungan seksual yang tidak sehat (tidak pakai kondom). Gesekan penis akan 'membuka' lubang di transformation zone yang memungkinkan HPV masuk ke sel basal. Orang yang terkena HPV tidak semuanya akan mempunyai efek. Ketika orang mendapat HPV, tubuh akan melawan dan menghilangkan sebagian besar HPV, namun tidak semua orang akan berhasil menghilangkan virus ini. Masa perkembangan virus ini sangat lama, yaitu 15–20 tahun. Ini berarti wanita yang mendapat HPV pada saat umur 15 tahun baru akan mengalami gejala pada saat umur 30–35 tahun. Gejalanya pun baru nampak pada perubahan di serviks.Indah kusumaningrum, salah satu dokter (ato masih koas) yang sering wara-wiri di tv. Iya saya tahu ini retjeh, cuman saya perlu ada manis-manisnya dikit biar pembaca tidak bosan dengan tulisan saya. :3Pencegahan Berita bagusnya adalah, meskipun kanker serviks ini mempunyai insidensi yang tinggi di Indonesia bahkan dunia, jenis kanker ini bisa dicegah dan diobati sebelum berkembang. Sudah ada vaksin untuk HPV dan diberikan pada usia SMP (yang jelas sebelum berhubungan seks).di US pemberian vaksin direkomendasikan remaja laki-laki dan perempuan umur 11 - 12 tahun. Alasannya karena umur 13 tahun remaja sudah mulai berhubungan seks.Untuk screening kanker serviks menggunakan VIA dan PAP test. VIA (visual inspection with acetic acid) merupakan pemeriksaan dengan cara menyemprotkan cairan asam asetat ke serviks, kemudian dilihat bagaimana gambarannya. VIA di indonesia dikenal dengan nama IVA test (inspeksi visual dengan asam asetat). PAP test lebih dikenal dengan nama PAP smear, yaitu dengan cara mengambil contoh jaringan serviks dengan cara diusap lalu diperiksa di bawah mikroskop. [3] IVA atau PAP smear disarankan bagi semua wanita di atas 30 tahun yang sudah pernah berhubungan seks meskipun belum menikah. Alasan dilakukan screening pada semua wanita adalah penyebaran HPV sangat mudah dan bahkan orang yang pertama berhubungan seks ada kemungkinan sudah terpapar virus ini jika partner seksnya pernah berhubungan dengan orang lain.CIN (Central Intraepithel Neoplasia) adalah fase di mana sudah terjadi perubahan di epitel serviks namun belum berkembang menjadi kanker atau nama lainnya pre-kanker.IVA test dan PAP smear efektif karena progress kanker serviks dari infeksi menjadi kanker sangat lamban, sehingga diharapkan lesi sudah diketahui sebelum sempat berubah menjadi kanker. Jika hasil IVA dinyatakan positif pada fase pre-kanker, maka akan langsung dilakukan tindakan oleh dokter obgyn sehingga lesi tidak akan berkembang menjadi kanker.Untuk jawaban lain, silakan dibaca dulu jawaban orang-orang expert berikut Jawaban Yudhistya Ksyatria untuk Kita tahu bahwa kanker serviks disebabkan oleh HPV, dan HPV hanya ditularkan melalui hubungan seksual. Kenapa kita tidak menyebut kanker serviks sebagai infeksi menular seksual? Jawaban Sarmoko untuk Kita tahu bahwa kanker serviks disebabkan oleh HPV, dan HPV hanya ditularkan melalui hubungan seksual. Kenapa kita tidak menyebut kanker serviks sebagai infeksi menular seksual?Sekarang ijinkan saya untuk pengakuan dosa. Yup, saya adalah orang yang melemparkan pertanyaan ini. Sempet mikir etis apa engga buat jawab pertanyaan sendiri, tapi saya pikir akan lebih baik jika cerita mengenai latar belakang kenapa pertanyaan ini dibuat. Saya bertanya-tanya tentang status penyakit ini sejak koas, sekitar tahun 2015. Waktu itu kami ada bimbingan mengenai penyakit ini oleh salah satu dokter yang bergelar spesialis obgyn (dokter kami di stase obgyn ada 30-an btw). Dan lalu dilanjutkan dengan sesi diskusi. Setelah bimbingan kami berdiskusi. Dan ada satu pertanyaan yang lucu.Jika ada lelaki A dan wanita B, mereka berdua suci sebelum menikah dan setia setelah menikah, apakah ada kemungkinan wanita B terkena kanker serviks?dijawab tidak bisa, dengan penjelasan. Lalu ada pertanyaan nyeleneh lagi munculJika ada wanita jorok minta ampun, tidak bersih, dan suka makan sembarangan, apakah dia bisa terkena kanker serviks jika memang di serviksnya tidak ada HPV?dijawab lagi tidak bisa dengan penjelasan Lalu munculah pertanyaan savage dari temen saya. Di saat ada temen yang mempunyai kualitas pertanyaan yang oke, di situlah saya merasa gubluk sekali.Kita tahu bahwa kanker serviks disebabkan oleh HPV, dan HPV hanya ditularkan melalui hubungan seksual. Kenapa kita tidak menyebut kanker serviks sebagai infeksi menular seksual (IMS)?Terus ada temen saya yang lain menjawab kankernya tidak menular, tapi virus penyebabnya (HPV) yang ditularkan secara seksual. Jadi ca serviks tidak bisa disebut IMS. Tidak kehilangan akal, dia tanya lagiRaja Singa juga disebabkan oleh kuman treponema pallidum. Masak kita bilang Raja Singanya bukan penyakit menular tapi bakterinya penyakit menular. Bukannya kita menggolongkan raja singa ke dalam IMS?Saya baru mikir ketika ada pertanyaan kayak begini. oiya ya. Lalu guru kami bilang dengan bijaksana""di kalangan tenaga medis, kita bisa menggolongkan kanker serviks sebagai Infeksi Menular Seksual. Tapi kita tidak bisa berkata demikian ke masyarakat karena akan terjadi chaos"" [4]Saya pun mikir, bener juga ya. Misal kasusnya seperti ini. Ca Serviks berkembang lama, 15–20 tahun, mungkin aja sebelum menikah ada salah satu yang sempat berhubungan, tapi setelah menikah keduanya setia. Jika kita bilang penyebab sakitnya adalah infeksi menular seksual bukankah justru akan membuat hubungan keluarga kurang harmonis?Itu yang saya yakini. Tapi masalah muncul ketika saya lulus dan menjalani internship. Secara mengejutkan, tidak satu pun tenaga medis yang mengetahui bahwa kanker serviks disebabkan oleh seksual, termasuk sesama dokter. Yang jadi masalah adalah ketika pasien, keluarga pasien, atau ibu-ibu yang lagi screening IVA test bertanya apa penyebab penyakit ini. Ini adalah sebuah dilema. Karena kalo saya mengatakan disebabkan oleh aktivitas seksual, tentu mereka akan bergosip ria meskipun saya menjelaskan bahwa waktu berkembangnya penyakit ini sangat lama. Di satu sisi, jika kita cuman bilang kebersihan, rokok, dan makan tidak sehat, itu justru adalah informasi yang keliru karena semua itu tidak akan menyebabkan ca serviks jika tidak ada HPV-nya. Lalu, bagaimana caranya melakukan edukasi ke masyarakat?Catatan Kaki[1] Inside Knowledge Campaign[2] Human papillomavirus (HPV) and cervical cancer[3] Comparative study between pap smear and visual inspection with acetic acid (via) in screening of CIN and early cervical cancer[4] Is cervical cancer considered a sexually transmitted disease (STD)? | Cervical Cancer"
Apakah tumor di payudara dapat berkembang menjadi kanker payudara?,"Mungkin bukan saya yang bisa menjawab dengan tepat pertanyaan ini, namun pada dasarnya semua benjolan di tubuh dapat dikatakan sebagai tumor. Tumor dapat berupa tumor jinak atau tumor ganas yang kita namakan sebagai kanker. Apakah tumor dapat berkembang menjadi ganas, tentunya jawabannya adalah mungkin tergantung dari jenis tumor yang diderita, dan harus sebelumnya dilakukan pemeriksaan khusus tentunya oleh dokter bedah."
